# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "2" "-a" "./genome/chr1-hg19_genes.gtf" "-o" "./results/RNA_seq_featurecounts.txt" "./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam
TMEM167B	chr1;chr1;chr1	109633403;109635512;109637039	109633504;109635643;109639554	+;+;+	2750	0	1	0	0	0	0
SCARNA2	chr1	109642815	109643234	+	420	0	0	0	0	0	0
C1orf194	chr1;chr1;chr1;chr1;chr1	109648573;109649157;109649629;109650543;109656255	109648720;109649281;109649744;109650659;109656479	-;-;-;-;-	731	0	0	0	0	0	0
KIAA1324	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109656585;109704516;109707121;109714488;109715110;109716096;109716310;109727667;109730799;109731688;109732214;109733988;109734348;109735233;109737043;109740096;109740601;109741195;109742476;109742681;109743357;109745566	109656958;109704636;109707313;109714635;109715190;109716201;109716459;109727755;109730976;109731816;109732304;109734093;109734485;109735496;109737216;109740276;109740697;109741296;109742602;109742859;109743522;109749403	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7032	1	0	0	0	0	0
SARS	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109756515;109756515;109757169;109766600;109770974;109772036;109773500;109774253;109777832;109778156;109778599;109779013;109779866;109780353;109780353	109756750;109756750;109760113;109766670;109771054;109772194;109773643;109774408;109778053;109779995;109778728;109779170;109779995;109780804;109780804	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6306	3	1	1	0	1	0
CELSR2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109792641;109801054;109803664;109804135;109804430;109804909;109805428;109805764;109806233;109806700;109807076;109807490;109807813;109808357;109808727;109810170;109810473;109811203;109811502;109811732;109812046;109812316;109812555;109813048;109813549;109813839;109814008;109814222;109814900;109815262;109815455;109815788;109816058;109816644	109796011;109801701;109803886;109804250;109804518;109805066;109805591;109805889;109806399;109806987;109807250;109807631;109807933;109808540;109808828;109810264;109810682;109811386;109811630;109811912;109812213;109812442;109812755;109813222;109813661;109813918;109814134;109814344;109815027;109815350;109815649;109815958;109816292;109818378	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10540	3	0	0	0	0	0
PSRC1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109822176;109822176;109822176;109823018;109823018;109823018;109823399;109823399;109823399;109823730;109823759;109823759;109824241;109824241;109824241;109825140;109825140;109825140;109825302;109825302;109825302;109825685;109825685;109825685	109822778;109822778;109822778;109823111;109823111;109823111;109823668;109823538;109823668;109823873;109823873;109823873;109824682;109824682;109824682;109825197;109825197;109825197;109825353;109825353;109825358;109825790;109825790;109825790	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1774	0	0	1	0	0	0
MYBPHL	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109834987;109836828;109837733;109838856;109839405;109839672;109840044;109840791;109849469	109835210;109836871;109837919;109838992;109839564;109839811;109840239;109840879;109849663	-;-;-;-;-;-;-;-;-	1372	0	0	0	0	0	0
SORT1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109852188;109852188;109856883;109856883;109857294;109857294;109859472;109859472;109860475;109860475;109865554;109865554;109867521;109867521;109869614;109869614;109870121;109870121;109878862;109878862;109883346;109883346;109884636;109884636;109888373;109888373;109890105;109890105;109893551;109893551;109896989;109896989;109897989;109897989;109910030;109910030;109912152;109912152;109935649;109940209	109856679;109856679;109857006;109857006;109857400;109857400;109859580;109859580;109860591;109860591;109865743;109865743;109867711;109867711;109869782;109869782;109870223;109870223;109878968;109878968;109883501;109883501;109884780;109884780;109888500;109888503;109890154;109890154;109893624;109893624;109897153;109897153;109898091;109898091;109910103;109910103;109912211;109912211;109935979;109940563	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7353	0	1	0	1	0	0
PSMA5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109941653;109941653;109941653;109941653;109952550;109952550;109952550;109952550;109953633;109953633;109953633;109953633;109954499;109954499;109954499;109954499;109954699;109954699;109954699;109954699;109955690;109955690;109955690;109955690;109957859;109957859;109957859;109957859;109964482;109964482;109964482;109968924;109968924;109969027;109969042	109944712;109944712;109944712;109944712;109952636;109952636;109952636;109952636;109953735;109953735;109953735;109953735;109954557;109954557;109954557;109954557;109954806;109954806;109954806;109954806;109955757;109955757;109955757;109955757;109957985;109957985;109957985;109957985;109964548;109964548;109964548;109969070;109969070;109969081;109969108	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3864	0	0	1	0	0	0
SYPL2	chr1;chr1;chr1;chr1;chr1;chr1	110009100;110009681;110018203;110019398;110020440;110022000	110009519;110009755;110018327;110019599;110020631;110024764	+;+;+;+;+;+	3779	465	380	321	709	706	372
ATXN7L2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110026561;110028679;110029128;110029629;110030236;110031005;110031469;110032552;110032893;110033544;110035208	110026702;110028744;110029232;110029839;110030426;110031087;110031722;110032750;110033014;110034339;110035420	+;+;+;+;+;+;+;+;+;+;+	2382	538	430	366	467	420	202
CYB561D1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110036658;110036701;110036701;110036701;110036701;110037142;110037142;110037142;110037765;110037765;110037765;110038301;110038378;110038378;110038378;110038378	110036776;110036909;110036909;110036909;110036909;110037245;110037245;110037245;110037802;110037802;110037802;110043063;110043063;110043063;110043063;110043063	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5157	621	498	446	668	609	351
AMIGO1	chr1;chr1	110049446;110052042	110051621;110052336	-;-	2471	107	82	55	89	94	59
GPR61	chr1;chr1;chr1	110082494;110085044;110087933	110082575;110087261;110088455	+;+;+	2823	2	2	0	2	2	1
GNAI3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110091186;110116359;110116518;110121826;110125059;110128838;110129351;110134665;110134967	110091460;110116401;110116659;110121983;110125187;110128967;110129504;110134877;110138452	+;+;+;+;+;+;+;+;+	4730	4354	3544	2702	4299	3735	2411
MIR197	chr1	110141515	110141589	+	75	1	0	0	0	0	0
GNAT2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110145889;110146573;110148592;110148930;110151253;110152662;110153087;110155375	110146166;110146726;110148721;110149058;110151410;110152803;110153129;110155705	-;-;-;-;-;-;-;-	1365	6	9	7	22	21	10
AMPD2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110162459;110163276;110167925;110167925;110168049;110168284;110168284;110168782;110168782;110168782;110168941;110168941;110168941;110169348;110169348;110169348;110169797;110169797;110169797;110170051;110170051;110170051;110170396;110170396;110170396;110170705;110170705;110170705;110170986;110170986;110170986;110171265;110171265;110171265;110171731;110171731;110171731;110171949;110171949;110171949;110172418;110172418;110172418;110172855;110172855;110172855;110173305;110173305;110173305;110173565;110173565;110173565	110162900;110163888;110168055;110168055;110168414;110168414;110168414;110168850;110168850;110168850;110169049;110169049;110169049;110169534;110169534;110169534;110169938;110169938;110169938;110170140;110170140;110170140;110170525;110170525;110170525;110170899;110170899;110170899;110171117;110171117;110171117;110171428;110171428;110171428;110171857;110171857;110171857;110172112;110172112;110172112;110172538;110172538;110172538;110173028;110173028;110173028;110173415;110173415;110173415;110174677;110174677;110174677	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4573	1294	1051	870	1768	1773	907
GSTM4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110198698;110198698;110198698;110199334;110199334;110199334;110199837;110199837;110199837;110200212;110200212;110200394;110200394;110200394;110201436;110201436;110201436;110201622;110201622;110201622;110203787;110203787;110207633	110199047;110199047;110199047;110199409;110199409;110199409;110199901;110199901;110199901;110200293;110200293;110200494;110200494;110200494;110201531;110201531;110201531;110201732;110201732;110201732;110204331;110204331;110208123	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1917	79	71	80	99	115	42
GSTM2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110210644;110210644;110211047;110211047;110211547;110211547;110211912;110211912;110212093;110212093;110213909;110213909;110214095;110214095;110217369;110224431;110225829	110210773;110210773;110211122;110211122;110211611;110211611;110211993;110211993;110212193;110212193;110214004;110214004;110214205;110214205;110217908;110224456;110226619	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2018	539	506	353	560	534	253
GSTM1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110230418;110230418;110230792;110230792;110231295;110231295;110231670;110231670;110231847;110231847;110232893;110232893;110233076;110235828;110235828	110230531;110230531;110230867;110230867;110231359;110231359;110231751;110231751;110231947;110231947;110232988;110232988;110233186;110236367;110236367	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1185	0	0	0	0	0	0
GSTM5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110254864;110255240;110255741;110256106;110256283;110257569;110257752;110259959	110254970;110255315;110255805;110256187;110256383;110257664;110257862;110260890	+;+;+;+;+;+;+;+	1570	0	0	0	0	2	0
GSTM3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110276554;110276554;110280079;110280079;110280278;110280278;110280713;110280713;110280907;110280907;110282051;110282051;110282455;110282862;110282862;110283575;110283575	110279791;110279791;110280189;110280189;110280373;110280373;110280813;110280813;110280988;110280988;110282115;110282115;110282530;110283133;110283133;110283660;110283660	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4127	1210	1044	809	1424	1378	712
EPS8L3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110292702;110292702;110292702;110293282;110293282;110293282;110293900;110293900;110293900;110294276;110294276;110294276;110294617;110294617;110294617;110295308;110295308;110295308;110295739;110295739;110295739;110299639;110299639;110299639;110300103;110300103;110300103;110300424;110300424;110300424;110300566;110300566;110300566;110300938;110300938;110300938;110301146;110301146;110301146;110301684;110301684;110301684;110301860;110301860;110301860;110302300;110302300;110302300;110304117;110304117;110304117;110304341;110304341;110304341;110306444;110306444;110306444	110293024;110293024;110293024;110293414;110293414;110293414;110293973;110293973;110293973;110294404;110294404;110294404;110294815;110294815;110294725;110295342;110295342;110295342;110295820;110295820;110295820;110299787;110299787;110299787;110300177;110300177;110300177;110300485;110300485;110300485;110300680;110300680;110300680;110301053;110301053;110301053;110301285;110301285;110301288;110301739;110301739;110301739;110302009;110302009;110302009;110302458;110302458;110302458;110304181;110304181;110304181;110304395;110304395;110304395;110306644;110306644;110306644	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2321	0	1	0	0	0	0
CSF1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110453233;110453233;110453233;110453233;110456881;110456881;110456881;110456881;110458256;110458256;110458256;110458256;110459915;110459915;110459915;110459915;110464469;110464469;110464469;110464469;110465788;110465788;110465788;110466682;110466682;110467398;110467398;110467398;110467398;110467769;110467769;110467769;110467769;110468685;110471474;110471474	110453684;110453684;110453684;110453684;110457003;110457003;110457003;110457003;110458318;110458318;110458318;110458318;110460085;110460085;110460085;110460085;110464616;110464616;110464616;110464616;110466333;110466812;110466812;110466812;110466812;110467450;110467450;110467450;110467450;110467824;110467824;110467824;110467824;110469365;110472355;110472355	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3654	179	151	151	291	300	157
AHCYL1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110527387;110527387;110543549;110544852;110546570;110546570;110551656;110551656;110551656;110551656;110551656;110553836;110553836;110553836;110553836;110553836;110554984;110554984;110554984;110554984;110554984;110555519;110555519;110555519;110555519;110555519;110557385;110557385;110557385;110557385;110557385;110558047;110558047;110558047;110558047;110558047;110558966;110558966;110558966;110558966;110558966;110559289;110559289;110559289;110559289;110559289;110560117;110560117;110560117;110560117;110560117;110560568;110560568;110560568;110560568;110560568;110560995;110560995;110560995;110560995;110560995;110561174;110561174;110561174;110561174;110561174;110561673;110561673;110561673;110561673;110561673;110562170;110562170;110562170;110562170;110562170;110563353;110563353;110563353;110563353;110563353;110564296;110564296;110564296;110564296;110564296	110527794;110528165;110543610;110544939;110547062;110547073;110551767;110551767;110551767;110551767;110551767;110553979;110553979;110553979;110553979;110553979;110555084;110555084;110555084;110555084;110555084;110555621;110555621;110555621;110555621;110555621;110557479;110557479;110557479;110557479;110557479;110558153;110558153;110558153;110558153;110558153;110559082;110559082;110559082;110559082;110559082;110559352;110559352;110559352;110559352;110559352;110560205;110560205;110560205;110560205;110560205;110560638;110560638;110560638;110560638;110560638;110561089;110561089;110561089;110561089;110561089;110561272;110561272;110561272;110561272;110561272;110561741;110561741;110561741;110561741;110561741;110562248;110562248;110562248;110562248;110562248;110563473;110563473;110563473;110563473;110563473;110566364;110566364;110566364;110566364;110566364	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4968	4217	3656	2933	5582	5299	3199
FAM40A	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110577241;110580513;110581305;110581794;110582017;110583257;110584158;110584356;110585710;110586261;110587462;110587637;110589302;110590164;110590394;110591734;110592082;110592965;110593578;110594305;110596287	110577439;110580582;110581379;110581928;110582137;110583325;110584264;110584483;110585892;110586478;110587527;110587700;110589373;110590238;110590491;110591860;110592182;110593031;110593682;110594509;110597263	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3262	1594	1287	1064	1634	1545	897
ALX3	chr1;chr1;chr1;chr1	110602997;110604057;110607209;110612958	110603663;110604185;110607525;110613322	-;-;-;-	1478	0	0	0	0	1	0
UBL4B	chr1	110655062	110656569	+	1508	2	4	5	5	2	1
SLC6A17	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110693132;110709465;110714682;110716595;110717401;110719251;110734594;110735128;110737201;110738208;110740059;110740698	110693505;110709837;110714839;110716721;110717582;110719361;110734835;110735320;110737393;110738367;110740221;110744823	+;+;+;+;+;+;+;+;+;+;+;+	6402	53	38	33	37	44	15
KCNC4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110753336;110753336;110753336;110765586;110765586;110765586;110768597;110768597;110768597;110774843;110774843;110775533;110775533	110754799;110754799;110754799;110766522;110766522;110766522;110768800;110768800;110768800;110775219;110776674;110776674;110776674	+;+;+;+;+;+;+;+;+;+;+;+;+	4437	543	519	362	575	506	280
LOC440600	chr1;chr1;chr1;chr1	110828999;110835009;110861387;110881619	110831193;110835129;110861504;110881793	-;-;-;-	2609	24	27	13	28	20	13
RBM15	chr1;chr1;chr1;chr1;chr1	110881945;110881945;110888161;110888930;110888930	110884890;110884890;110888271;110889303;110889303	+;+;+;+;+	3431	1458	1318	981	2160	1960	1151
SLC16A4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	110905473;110905473;110905473;110905473;110905473;110918080;110918080;110918080;110918080;110918080;110919572;110919572;110919572;110919572;110919572;110921475;110921475;110921475;110921475;110923604;110923604;110923604;110923604;110923604;110924274;110924274;110924274;110925456;110925456;110925456;110931859;110931859;110931859;110931859;110931859;110933487;110933487;110933487;110933487;110933487	110906515;110906515;110906515;110906535;110906515;110918173;110918173;110918173;110918173;110918173;110919783;110919783;110919783;110919783;110919783;110921978;110921978;110921978;110921978;110923765;110923765;110923765;110923765;110923765;110924417;110924417;110924417;110925588;110925588;110925588;110931977;110931977;110931977;110931977;110931977;110933704;110933704;110933704;110933704;110933704	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2649	109	77	62	172	137	99
HBXIP	chr1;chr1;chr1;chr1	110943877;110946541;110948940;110950208	110944205;110946658;110949001;110950546	-;-;-;-	848	1833	1459	1119	1425	1378	711
PROK1	chr1;chr1;chr1	110993788;110996583;110998854	110993910;110996708;110999976	+;+;+	1372	5	7	3	6	5	8
CYMP	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	111023388;111025397;111026536;111027449;111029508;111031145;111032049;111032794;111033656	111023449;111025547;111026653;111027566;111029707;111031256;111032193;111032892;111033891	+;+;+;+;+;+;+;+;+	1241	1	0	0	0	0	1
KCNA10	chr1	111059839	111061797	-	1959	0	0	0	0	0	0
KCNA2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	111136202;111144652;111145776;111146511;111148013;111148013;111148850;111174017	111136550;111144792;111147567;111147567;111148344;111148344;111148975;111174096	-;-;-;-;-;-;-;-	2820	19	13	15	30	20	10
KCNA3	chr1	111214310	111217655	-	3346	47	49	52	104	105	55
